acteurs,date,description,duree,genre,imdb_url,img_url,nb_episode,nb_saison,pays,public,score,title,title_original
"Jared Keeso,Nathan Dales,Michelle Mylett,K. Trevor Wilson,Dylan Playfair,Andrew Herr,Tyler Johnston,Evan Stern,Lisa Codrington,Patrick McNeil,Kamilla Kowal,Jacob Tierney,Dan Petronijevic,Mark Forward,Jay Bertin,Joel Gagne,Clark Backo,Kaniehtiio Horn",2016– ,"Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town.",30,Comedy,https://www.imdb.com/title/tt4647692/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_196,"https://m.media-amazon.com/images/M/MV5BMzRjOWYyNDUtYTJhMC00ZmZmLThlYmYtOWJkMzk4MGQ2NDFhXkEyXkFqcGdeQXVyMjQyMDc5MA@@._V1_QL75_UX190_CR0,6,190,281_.jpg",69,,Canada,TV-MA,8.7,Letterkenny,Letterkenny
"Drew Carey,Colin Mochrie,Ryan Stiles,Laura Hall,Wayne Brady,Linda Taylor,Greg Proops,Brad Sherwood,Cece Worrall Rubin,Charles Esten,Kathryn Greenwood,Denny Siegel,Anne King,Jeff Bryan Davis,Anna Wanselius,Kathy Griffin,Karen Maruyama,Whoopi Goldberg",1998–2007,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audien...,30,"Comedy,Game-Show",https://www.imdb.com/title/tt0163507/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_198,"https://m.media-amazon.com/images/M/MV5BYmJjMTVhYjQtMjBmMC00NWYxLTk2YmEtYWIxZDUzYjljZTYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR1,0,190,281_.jpg",220,,United States,TV-PG,8.5,Whose Line Is It Anyway?,Whose Line Is It Anyway?
"Rami Malek,Christian Slater,Carly Chaikin,Martin Wallström,Portia Doubleday,Michael Cristofer,Grace Gummer,BD Wong,Stephanie Corneliussen,Vaishnavi Sharma,Gloria Reuben,Sunita Mani,Azhar Khan,Joey Bada$$,Omar Metwally,Michael Drayer,Michel Gill,Jeremy Holm",2015–2019,"Elliot, a brilliant but highly unstable young cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global dominance when he and his shadowy allies try to t...",49,"Crime,Drama,Thriller",https://www.imdb.com/title/tt4158110/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_194,"https://m.media-amazon.com/images/M/MV5BM2QyNDIzOGMtNThhNS00NmUwLWI0ZjUtZjdkN2I1OTRjZWQ3XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",45,,United States,TV-MA,8.6,Mr. Robot,Mr. Robot
"Ricky Gervais,Martin Freeman,Mackenzie Crook,Lucy Davis,Ewen MacIntosh,Ben Bradshaw,Jamie Deeks,Jane Lucas,Emma Manton,Alexander Perkins,Philip Pickard,Joel Beckett,Patrick Baladi,Julie Fernandez,Rachel Isaac,Howard Saddler,Ralph Ineson,Stirling Gallacher",2001–2003,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily liv...,30,"Comedy,Drama",https://www.imdb.com/title/tt0290978/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_195,"https://m.media-amazon.com/images/M/MV5BYWI2YmI2ZmMtMTZjMC00MzMzLWI5ODItNDY1OTg3YjNmZmUxXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_QL75_UY281_CR6,0,190,281_.jpg",14,,United Kingdom,TV-MA,8.5,The Office,The Office
"Chris O'Dowd,Richard Ayoade,Katherine Parkinson,Matt Berry,Christopher Morris,Noel Fielding,Graham Linehan,Tom Binns,Lewis Macleod,Belinda Stewart-Wilson,Peter Serafinowicz,Gemma Chan,Cordelia Bugeja,Togo Igawa,John Willie Hopkins,Dolly Wells,Pete Deagle,Ben Moor",2006–2013,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.",25,Comedy,https://www.imdb.com/title/tt0487831/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_191,"https://m.media-amazon.com/images/M/MV5BMjE5MThjMzAtNWVmNC00YThkLTlmNzktMTM3Yzk4YTZhMTgwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",25,,United Kingdom,TV-14,8.5,The IT Crowd,The IT Crowd
,1997–2002,,29,Comedy,https://www.imdb.com/title/tt0129690/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_193,,12,,United Kingdom,TV-MA,8.6,I'm Alan Partridge,I'm Alan Partridge
"Louis C.K.,Hadley Delany,Ursula Parker,Pamela Adlon,Deanna Mustard,Steve Fabricant,Susan Kelechi Watson,Nick Di Paolo,Todd Barry,Jim Norton,Robert Kelly,William Stephenson,Edward Gelbinovich,Gary Wilmes,Eszter Balint,Ellen Burstyn,Charles Grodin,Parker Posey",2010–2015,"The life of Louie C.K., a divorced comedian living in New York with two kids.",22,"Comedy,Drama",https://www.imdb.com/title/tt1492966/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_192,"https://m.media-amazon.com/images/M/MV5BOGI0ZjA5ZmUtMTY1ZC00NjZjLTk0MGEtNmQ2YTczY2Q3YTc0XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_QL75_UY281_CR11,0,190,281_.jpg",61,,United States,TV-MA,8.5,Louie,Louie
"Kazuya Nakai,Ginpei Sato,Ayako Kawasumi,Steve Blum,Kirk Thornton,Kari Wahlgren,Doug Stone,Erik Davies,Masakazu Kohara,Tsuguo Mogami,Shunsuke Sakuya,Yoshinori Sonobe,Masao Harada,Takehiro Murozono,Paul St. Peter,Steve Kramer,Kim Strauss,Doug Erholtz",2004–2005,"Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers.""",24,"Animation,Action,Adventure",https://www.imdb.com/title/tt0423731/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_190,"https://m.media-amazon.com/images/M/MV5BMzg1NmFlMzctYmVkNC00Y2M4LTgyOGQtNjkyYWFkZDQ4MGJjXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UY281_CR1,0,190,281_.jpg",26,,Japan,TV-MA,8.6,Samurai Champloo,Samurai chanpurû
,1986–1987,,30,Comedy,https://www.imdb.com/title/tt0086831/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_188,,16,,United Kingdom,TV-PG,8.6,"Yes, Prime Minister","Yes, Prime Minister"
"Manoj Bajpayee,Samantha Ruth Prabhu,Priyamani,Sharib Hashmi,Ashlesha Thakur,Vedant Sinha,Shahab Ali,Shreya Dhanwanthary,Sharad Kelkar,Dalip Tahil,Darshan Kumaar,Sunny Hinduja,Aritro Rudraneil Banerjee,Pawan Chopra,Neeraj Madhav,Mime Gopi,Srikrishna Dayal,Vijay Vikram Singh",2019– ,"A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.",45,"Action,Comedy,Drama",https://www.imdb.com/title/tt9544034/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_185,"https://m.media-amazon.com/images/M/MV5BMzRjZWVmMzItNTdmYS00OWEzLTgyOGUtNThiNTU2ZThlYjY0XkEyXkFqcGdeQXVyMTIxMDk2NDE4._V1_QL75_UY281_CR18,0,190,281_.jpg",20,,India,TV-14,8.7,The Family Man,The Family Man
"Kikunosuke Toya,Ryan Colt Levy,Tomori Kusunoki,Shogo Sakata,Suzie Yeung,Reagan Murdock,Fairouz Ai,Sarah Wiedenheft,Mariya Ise,Katelyn Barr,Karin Takahashi,Taku Yashiro,Bryn Apprill,Jarrod Greene,Kenjirô Tsuda,Jason Douglas,Shiori Izawa,Mitsutoshi Shundo",2022– ,,25,"Animation,Action,Adventure",https://www.imdb.com/title/tt13616990/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_183,,12,,Japan,TV-MA,8.8,Chainsaw Man,Chainsaw Man
"Kayvan Novak,Matt Berry,Natasia Demetriou,Harvey Guillén,Mark Proksch,Kristen Schaal,Anthony Atamanuik,Doug Jones,Parisa Fakhri,Violet Tinnirello,Anoop Desai,Veronika Slowikowska,Chris Sandiford,Jean-Michel Richaud,Liam McKenna,Jake McDorman,Beanie Feldstein,Jason Sklar",2019– ,A look into the daily (or rather nightly) lives of four vampires who've lived together on Staten Island for over a century.,30,"Comedy,Fantasy,Horror",https://www.imdb.com/title/tt7908628/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_187,"https://m.media-amazon.com/images/M/MV5BNWYwNGMwNTItMzZiNS00YTNhLTg5ZDItOTE5YzdhYWRjOWQ2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY281_CR2,0,190,281_.jpg",42,,United States,TV-MA,8.6,What We Do in the Shadows,What We Do in the Shadows
"Andrija Kuzmanovic,Marija Bergam,Dragan Bjelogrlic,Jovana Stojiljkovic,Nenad Jezdic,Gordan Kicic,Goran Bogdan,Aleksandar Gligoric,Nebojsa Dugalic,Aleksandar Stojkovic,Slobodan 'Boda' Ninkovic,Branimir Brstina,Marko Zivic,Milos Samolov,Srdjan 'Zika' Todorovic,Toni Mihajlovski,Petre Arsovski,Vojislav 'Voja' Brajovic",2017– ,,60,"Crime,Drama,Thriller",https://www.imdb.com/title/tt6108262/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_189,,20,,Serbia,TV-MA,8.9,Black Sun,Senke nad Balkanom
"Mathieu Kassovitz,Florence Loiret Caille,Jonathan Zaccaï,Sara Giraudeau,Jules Sagot,Zineb Triki,Jean-Pierre Darroussin,Irina Muluile,Gilles Cohen,Artus,Alexandre Brasseur,Patrick Ligardes,Léa Drucker,Mathieu Amalric,Aleksey Gorbunov,Michaël Abiteboul,Pauline Etienne,Anne Azoulay",2015– ,"After six years of undercover work in Syria, French intelligence officer Malotru returns home, where he struggles to forget his undercover identity, train a young recruit, and investigate wh...",52,"Drama,Thriller",https://www.imdb.com/title/tt4063800/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_186,"https://m.media-amazon.com/images/M/MV5BOGRmMDEwOWUtNGI0Ny00YWY3LTkxNmEtZTkwN2FjMjU1YzgwXkEyXkFqcGdeQXVyNTk0MTE2NzU@._V1_QL75_UY281_CR11,0,190,281_.jpg",50,,France,TV-MA,8.7,The Bureau,Le Bureau des Légendes
"Ewan McGregor,Charley Boorman,David Alexanian,Russ Malkin,Claudio von Planta,Jimmy Simak,Eve Mavrakis,Olly Boorman,Kinvara Boorman,Doone Boorman,Jim McGregor,John Boorman,Carol McGregor,Christel Kruse Boorman,Daisy Boorman,Margrit von Planta,Natalie Portman,Paul Teutul Sr.",2004–2010,"This documentary series follows actors Ewan McGregor and Charley Boorman on a motorcycle trip around the world. The two friends will travel through such places as Siberia, Kazakhstan, Mongol...",315,"Documentary,Adventure",https://www.imdb.com/title/tt0403778/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_184,"https://m.media-amazon.com/images/M/MV5BYTAxNWFmMTktMDVjNC00YWFkLTg2NDQtNjQwODZlYmQ2YTA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,6,190,281_.jpg",10,,United Kingdom,TV-PG,8.6,Long Way Round,Long Way Round
,1972–1983,,30,"Comedy,Family",https://www.imdb.com/title/tt0229889/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_182,,351,,Mexico,TV-PG,8.7,El Chavo del Ocho,El Chavo del Ocho
"Richard Belzer,Clark Johnson,Yaphet Kotto,Kyle Secor,Andre Braugher,Melissa Leo,Reed Diamond,Sharon Ziman,Peter Gerety,Jon Seda,Toni Lewis,Isabella Hofmann,Callie Thorne,Clayton LeBouef,Zeljko Ivanek,Max Perlich,Daniel Baldwin,Ned Beatty",1993–1999,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.,60,"Crime,Drama,Mystery",https://www.imdb.com/title/tt0106028/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_180,"https://m.media-amazon.com/images/M/MV5BYTVmZTRhNWItNmQ3Yi00MzNiLWJiZTctOWMyOWRlMDY4YWMyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR5,0,190,281_.jpg",122,,United States,TV-14,8.7,Homicide: Life on the Street,Homicide: Life on the Street
"Edward James Olmos,Mary McDonnell,Katee Sackhoff,Jamie Bamber,James Callis,Tricia Helfer,Callum Keith Rennie,Grace Park,Michael Hogan,Matthew Bennett,Paul Campbell,Aaron Douglas,Barclay Hope,Lorena Gale,Kandyse McClure,Connor Widdows,John Mann,Alessandro Juliani",2003,"Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for...",183,"Action,Adventure,Drama",https://www.imdb.com/title/tt0314979/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_181,"https://m.media-amazon.com/images/M/MV5BZjJlYzgzOWUtZmJlZi00ZGM4LTliNzctNWFkNThlMDJhZDQxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",2,,United States,TV-14,8.5,Battlestar Galactica,Battlestar Galactica
,2000–2004,,30,"Comedy,Romance",https://www.imdb.com/title/tt0237123/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_179,,28,,United Kingdom,TV-14,8.6,Coupling,Coupling
"Christopher McCulloch,James Urbaniak,Doc Hammer,Michael Sinterniklaas,Patrick Warburton,Steven Rattazzi,Paul Boocock,Soul-Bot,Lisa Hammer,Dana Snyder,Mia Barron,Brendon Small,Charles Parnell,Mark Gagliardi,Hal Lublin,Cristin Milioti,Kate McKinnon,Nina Hellman",2003–2018,"The bizarre escapades of pseudo-heroic scientist Dr. Rusty Venture, his competent, high-strung bodyguard, and his two overenthusiastic sons.",22,"Animation,Action,Adventure",https://www.imdb.com/title/tt0417373/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_177,"https://m.media-amazon.com/images/M/MV5BNjYwZjJhZDgtMDc2Mi00Y2U4LThjMzItZmYyZDYzZDNjMDI5XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,6,190,281_.jpg",86,,United States,TV-MA,8.6,The Venture Bros.,The Venture Bros.
"Simon Pegg,Jessica Hynes,Julia Deakin,Nick Frost,Mark Heap,Katy Carmichael,Aida the Dog,Lucy Akhurst,Anna Wilson-Jones,Bill Bailey,James Lance,Peter Serafinowicz,Clive Russell,Sally Grace,Rowena Cooper,Michael Smiley,Gemma Padley,Jonathan Ryland",1999–2001,"Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.",25,"Action,Comedy",https://www.imdb.com/title/tt0187664/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_178,"https://m.media-amazon.com/images/M/MV5BMmNjODUxNzctOWU2Zi00ZGU3LWI2MDEtMjZjNjE2MmJiMDZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",14,,United Kingdom,TV-14,8.6,Spaced,Spaced
"Brice Armstrong,Steve Olson,Stephanie Nadolny,Zoe Slusar,Christopher Sabat,Tiffany Vollmer,Leda Davies,Mike McFarland,Monika Antonelli,Victor Atelevich,Chris Simms,Bradford Jackson,Mike Thiessen,Laurie Steele,Meredith McCoy,John Burgmeier,Rocío Garcel,Chuck Huber",1995–2003,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once a...",24,"Animation,Action,Adventure",https://www.imdb.com/title/tt0280249/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_176,"https://m.media-amazon.com/images/M/MV5BNDYyNTJkNmItYjgxNC00ODliLTg2MGMtZjkxNjEwYzdjNjUxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR18,0,190,281_.jpg",153,,Japan,TV-14,8.6,Dragon Ball,Dragon Ball
"Masako Nozawa,Jôji Yanami,Brice Armstrong,Stephanie Nadolny,Hiromi Tsuru,Mayumi Tanaka,Tôru Furuya,Naoko Watanabe,Kôhei Miyauchi,Naoki Tatsuta,Mami Koyama,Kenji Utsumi,Hirotaka Suzuoki,Daisuke Gôri,Takeshi Aono,Tesshô Genda,Hiroko Emori,Shigeru Chiba",1986–1989,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.",24,"Animation,Action,Adventure",https://www.imdb.com/title/tt0088509/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_175,"https://m.media-amazon.com/images/M/MV5BYzI0YjYxY2UtNzRjNS00NTZiLTgzMDItNGEzMjU5MmE0ZWJmXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX190_CR0,2,190,281_.jpg",153,,Japan,TV-14,8.6,Dragon Ball,Dragon Ball: Doragon bôru
"Carl Lumbly,Phil LaMarr,Michael Rosenbaum,George Newbern,Maria Canals-Barrera,Kevin Conroy,Susan Eisenberg,Jason Marsden,Mark Hamill,Clancy Brown,Corey Burton,Jennifer Hale,Phil Morris,Olivia d'Abo,Susan Sullivan,Richard Doyle,Brian George,Kevin Michael Richardson",2001–2004,Seven of the most formidable heroes form arguably the most powerful team ever.,22,"Animation,Action,Adventure",https://www.imdb.com/title/tt0275137/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_174,"https://m.media-amazon.com/images/M/MV5BMDE2ODk0ZTctMGI4Ni00ODgwLTk4OTAtOGNiNjZkMzI3NTY0XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_QL75_UX190_CR0,2,190,281_.jpg",52,,United States,TV-PG,8.6,Justice League,Justice League
"Jemaine Clement,Bret McKenzie,Rhys Darby,Kristen Schaal,Arj Barker,Frank Wood,Eugene Mirman,David Costabile,Sutton Foster,Rachel Blanchard,Brian Sergent,Adrian Martinez,Lenny Venito,José Ramón Rosario,Kelly Taffe,Victor Williams,Will Forte,Aziz Ansari",2007–2009,"Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.",28,"Comedy,Music,Musical",https://www.imdb.com/title/tt0863046/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_173,"https://m.media-amazon.com/images/M/MV5BNTM4M2VhY2UtZTJmMi00YmFjLTk4OWItMzU2ZDA3NTUxZjYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",22,,United States,TV-MA,8.6,Flight of the Conchords,Flight of the Conchords
"Anya Taylor-Joy,Chloe Pirrie,Bill Camp,Marcin Dorocinski,Marielle Heller,Thomas Brodie-Sangster,Moses Ingram,Harry Melling,Isla Johnston,Janina Elkin,Matthew Dennis Lewis,Russell Dennis Lewis,Patrick Kennedy,Christiane Seidel,Jacob Fortune-Lloyd,Akemnji Ndifornyen,Annabeth Kelly,Dolores Carbonari",2020,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.",60,Drama,https://www.imdb.com/title/tt10048342/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_170,"https://m.media-amazon.com/images/M/MV5BM2EwMmRhMmUtMzBmMS00ZDQ3LTg4OGEtNjlkODk3ZTMxMmJlXkEyXkFqcGdeQXVyMjM5ODk1NDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",7,,United States,TV-MA,8.6,The Queen's Gambit,The Queen's Gambit
"James Murray,Brian Quinn,Sal Vulcano,Joe Gatto,Casey Jost,Rob Emmer,Drew Patterson,Frank Contacessa,Joey Fatone,John Szeluga,Bill St. James,Cole Weber,Joe Imburgio,Jay Miller,Daniel Cast,Bryan Johnson,Sharron Paul,Chavon Deberry",2011– ,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.",30,"Comedy,Reality-TV",https://www.imdb.com/title/tt2100976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_172,"https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UY281_CR4,0,190,281_.jpg",267,,United States,TV-14,8.6,Impractical Jokers,Impractical Jokers
"Will Buxton,Jack Nicholls,Lewis Hamilton,Sebastian Vettel,Charles Leclerc,Max Verstappen,Daniel Ricciardo,Carlos Sainz,Sergio Pérez,Kimi Räikkönen,Valtteri Bottas,Lance Stroll,Kevin Magnussen,Pierre Gasly,Esteban Ocon,Lando Norris,George Russell,Toto Wolff",2019– ,Docuseries following the FIA Formula One World Championship across multiple seasons.,40,"Documentary,Sport",https://www.imdb.com/title/tt8289930/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=12230b0e-0e00-43ed-9e59-8d5353703cce&pf_rd_r=W34Z9V8GZV9X2HPMF6GD&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=toptv&ref_=chttvtp_tt_171,"https://m.media-amazon.com/images/M/MV5BMzVkMGU0YWMtOWQxMC00MjFhLTg1NjAtMDFlZTZlYzJlMjlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",42,,United Kingdom,TV-MA,8.6,Formula 1: Drive to Survive,Formula 1: Drive to Survive
